+------+---------------------------------------------------------------------------------+------------------------+---------------+
| Rank |                                    Drug Name                                    |      Target Name       | Binding Score |
| 1274 |                                 NCGC00179676-03                                 | SARS-CoV2 3CL Protease |     88.01     |
| 1275 |                                 NCGC00169718-03                                 | SARS-CoV2 3CL Protease |     88.08     |
| 1276 |                                 NCGC00179940-02                                 | SARS-CoV2 3CL Protease |     88.09     |
| 1277 |                                 NCGC00370815-01                                 | SARS-CoV2 3CL Protease |     88.18     |
| 1278 |                         NCGC00159570-03&NCGC00159570-14                         | SARS-CoV2 3CL Protease |     88.22     |
| 1279 |                                 NCGC00386520-01                                 | SARS-CoV2 3CL Protease |     88.31     |
| 1280 |                                 NCGC00163250-02                                 | SARS-CoV2 3CL Protease |     88.37     |
| 1281 |                                 NCGC00163451-04                                 | SARS-CoV2 3CL Protease |     88.52     |
| 1282 |                         NCGC00188380-03&NCGC00188380-05                         | SARS-CoV2 3CL Protease |     88.53     |
| 1283 |                                 NCGC00021193-03                                 | SARS-CoV2 3CL Protease |     88.69     |
| 1284 |                                 NCGC00385589-01                                 | SARS-CoV2 3CL Protease |     88.91     |
| 1285 |                                 NCGC00386351-01                                 | SARS-CoV2 3CL Protease |     89.01     |
| 1286 |                                 NCGC00351476-01                                 | SARS-CoV2 3CL Protease |     89.07     |
| 1287 |                                 NCGC00378806-01                                 | SARS-CoV2 3CL Protease |     89.33     |
| 1288 |                                 NCGC00385462-01                                 | SARS-CoV2 3CL Protease |     89.37     |
| 1289 |                                 NCGC00379121-02                                 | SARS-CoV2 3CL Protease |     89.67     |
| 1290 |                                 NCGC00381360-01                                 | SARS-CoV2 3CL Protease |     89.87     |
| 1291 |                                 NCGC00347802-02                                 | SARS-CoV2 3CL Protease |     89.91     |
| 1292 |                                 NCGC00380567-01                                 | SARS-CoV2 3CL Protease |     90.09     |
| 1293 |                                 NCGC00115775-02                                 | SARS-CoV2 3CL Protease |     90.22     |
| 1294 |                 NCGC00346533-07&NCGC00346533-09&NCGC00346533-13                 | SARS-CoV2 3CL Protease |     90.30     |
| 1295 |                                 NCGC00482625-01                                 | SARS-CoV2 3CL Protease |     90.43     |
| 1296 |                                 NCGC00485936-01                                 | SARS-CoV2 3CL Protease |     90.52     |
| 1297 |                                 NCGC00380828-01                                 | SARS-CoV2 3CL Protease |     90.66     |
| 1298 |                                 NCGC00262829-02                                 | SARS-CoV2 3CL Protease |     91.07     |
| 1299 |                                 NCGC00160146-02                                 | SARS-CoV2 3CL Protease |     91.22     |
| 1300 |                                 NCGC00389594-01                                 | SARS-CoV2 3CL Protease |     91.24     |
| 1301 |                                 NCGC00370832-01                                 | SARS-CoV2 3CL Protease |     91.62     |
| 1302 |                                 NCGC00485669-01                                 | SARS-CoV2 3CL Protease |     91.74     |
| 1303 |                                 NCGC00485029-01                                 | SARS-CoV2 3CL Protease |     91.79     |
| 1304 |                                 NCGC00180843-03                                 | SARS-CoV2 3CL Protease |     91.86     |
| 1305 |                                 NCGC00370777-04                                 | SARS-CoV2 3CL Protease |     91.91     |
| 1306 |                                 NCGC00347551-02                                 | SARS-CoV2 3CL Protease |     92.24     |
| 1307 |                         NCGC00179649-06&NCGC00179649-13                         | SARS-CoV2 3CL Protease |     92.25     |
| 1308 |                                 NCGC00347423-03                                 | SARS-CoV2 3CL Protease |     92.43     |
| 1309 |                                 NCGC00168819-02                                 | SARS-CoV2 3CL Protease |     92.64     |
| 1310 |                                 NCGC00015193-07                                 | SARS-CoV2 3CL Protease |     92.67     |
| 1311 |                                 NCGC00179247-04                                 | SARS-CoV2 3CL Protease |     92.88     |
| 1312 |                                 NCGC00159403-03                                 | SARS-CoV2 3CL Protease |     92.90     |
| 1313 |                                 NCGC00018256-06                                 | SARS-CoV2 3CL Protease |     92.93     |
| 1314 |                                 NCGC00390811-01                                 | SARS-CoV2 3CL Protease |     92.96     |
| 1315 |                                 NCGC00380155-01                                 | SARS-CoV2 3CL Protease |     92.99     |
| 1316 |                                 NCGC00347632-02                                 | SARS-CoV2 3CL Protease |     93.05     |
| 1317 |                                 NCGC00015737-05                                 | SARS-CoV2 3CL Protease |     93.11     |
| 1318 |                         NCGC00179578-03&NCGC00179578-11                         | SARS-CoV2 3CL Protease |     93.18     |
| 1319 |                                 NCGC00522578-01                                 | SARS-CoV2 3CL Protease |     93.26     |
| 1320 |                         NCGC00346555-05&NCGC00346555-08                         | SARS-CoV2 3CL Protease |     93.62     |
| 1321 |                                 NCGC00386081-01                                 | SARS-CoV2 3CL Protease |     93.64     |
| 1322 |                                 NCGC00378600-02                                 | SARS-CoV2 3CL Protease |     93.70     |
| 1323 |                                 NCGC00484056-01                                 | SARS-CoV2 3CL Protease |     93.85     |
| 1324 |                                 NCGC00025325-03                                 | SARS-CoV2 3CL Protease |     93.87     |
| 1325 |                                 NCGC00249612-02                                 | SARS-CoV2 3CL Protease |     93.92     |
| 1326 |                                 NCGC00386023-01                                 | SARS-CoV2 3CL Protease |     93.95     |
| 1327 |                                 NCGC00387802-01                                 | SARS-CoV2 3CL Protease |     94.04     |
| 1328 |                         NCGC00347955-03&NCGC00347955-04                         | SARS-CoV2 3CL Protease |     94.07     |
| 1329 |                                 NCGC00510708-01                                 | SARS-CoV2 3CL Protease |     94.15     |
| 1330 |                         NCGC00263107-02&NCGC00263107-03                         | SARS-CoV2 3CL Protease |     94.16     |
| 1331 |                         NCGC00181773-05&NCGC00378576-02                         | SARS-CoV2 3CL Protease |     94.21     |
| 1332 |                                 NCGC00378846-01                                 | SARS-CoV2 3CL Protease |     94.45     |
| 1333 |                                 NCGC00420878-02                                 | SARS-CoV2 3CL Protease |     94.46     |
| 1334 |                                 NCGC00402250-03                                 | SARS-CoV2 3CL Protease |     94.64     |
| 1335 |                                 NCGC00381051-01                                 | SARS-CoV2 3CL Protease |     94.78     |
| 1336 |                                 NCGC00381392-01                                 | SARS-CoV2 3CL Protease |     94.93     |
| 1337 |                                 NCGC00015863-04                                 | SARS-CoV2 3CL Protease |     95.06     |
| 1338 |                         NCGC00274068-01&NCGC00274068-07                         | SARS-CoV2 3CL Protease |     95.16     |
| 1339 |                                 NCGC00178803-03                                 | SARS-CoV2 3CL Protease |     95.18     |
| 1340 |                                 NCGC00371151-06                                 | SARS-CoV2 3CL Protease |     95.18     |
| 1341 |                                 NCGC00390224-01                                 | SARS-CoV2 3CL Protease |     95.37     |
| 1342 |                                 NCGC00095139-04                                 | SARS-CoV2 3CL Protease |     95.38     |
| 1343 |                                 NCGC00389499-01                                 | SARS-CoV2 3CL Protease |     95.92     |
| 1344 |                                 NCGC00386348-01                                 | SARS-CoV2 3CL Protease |     95.96     |
| 1345 |                                 NCGC00165962-02                                 | SARS-CoV2 3CL Protease |     96.01     |
| 1346 |                                 NCGC00249932-01                                 | SARS-CoV2 3CL Protease |     96.05     |
| 1347 |                 NCGC00015026-12&NCGC00015026-16&NCGC00260727-01                 | SARS-CoV2 3CL Protease |     96.14     |
| 1348 |                                 NCGC00378585-01                                 | SARS-CoV2 3CL Protease |     96.14     |
| 1349 |                                 NCGC00381182-01                                 | SARS-CoV2 3CL Protease |     96.18     |
| 1350 |                                 NCGC00094852-04                                 | SARS-CoV2 3CL Protease |     96.26     |
| 1351 |                                 NCGC00181765-03                                 | SARS-CoV2 3CL Protease |     96.28     |
| 1352 |                                 NCGC00024832-04                                 | SARS-CoV2 3CL Protease |     96.34     |
| 1353 |                                 NCGC00166210-02                                 | SARS-CoV2 3CL Protease |     96.50     |
| 1354 |                                 NCGC00253607-01                                 | SARS-CoV2 3CL Protease |     96.53     |
| 1355 |                                 NCGC00386919-01                                 | SARS-CoV2 3CL Protease |     96.75     |
| 1356 |                         NCGC00016509-06&NCGC00016509-08                         | SARS-CoV2 3CL Protease |     96.75     |
| 1357 |                                 NCGC00167984-01                                 | SARS-CoV2 3CL Protease |     97.12     |
| 1358 |                                 NCGC00169477-02                                 | SARS-CoV2 3CL Protease |     97.17     |
| 1359 |                                 NCGC00380873-01                                 | SARS-CoV2 3CL Protease |     97.40     |
| 1360 |                                 NCGC00183276-01                                 | SARS-CoV2 3CL Protease |     97.56     |
| 1361 |                         NCGC00091268-11&NCGC00091268-12                         | SARS-CoV2 3CL Protease |     97.65     |
| 1362 |                         NCGC00346655-02&NCGC00346655-06                         | SARS-CoV2 3CL Protease |     97.71     |
| 1363 |                                 NCGC00485913-01                                 | SARS-CoV2 3CL Protease |     97.72     |
| 1364 |                                 NCGC00390720-01                                 | SARS-CoV2 3CL Protease |     97.86     |
| 1365 |                         NCGC00021318-06&NCGC00021318-08                         | SARS-CoV2 3CL Protease |     97.94     |
| 1366 |                         NCGC00387023-01&NCGC00387023-02                         | SARS-CoV2 3CL Protease |     98.05     |
| 1367 |                         NCGC00263084-02&NCGC00263550-02                         | SARS-CoV2 3CL Protease |     98.19     |
| 1368 |                                 NCGC00346524-02                                 | SARS-CoV2 3CL Protease |     98.31     |
| 1369 |                                 NCGC00163572-01                                 | SARS-CoV2 3CL Protease |     98.40     |
| 1370 |                                 NCGC00384895-01                                 | SARS-CoV2 3CL Protease |     98.42     |
| 1371 |                                 NCGC00179900-02                                 | SARS-CoV2 3CL Protease |     98.62     |
| 1372 |                                 NCGC00378687-03                                 | SARS-CoV2 3CL Protease |     98.62     |
| 1373 |                                 NCGC00094213-03                                 | SARS-CoV2 3CL Protease |     98.62     |
| 1374 |                                 NCGC00025172-03                                 | SARS-CoV2 3CL Protease |     98.65     |
| 1375 |                                 NCGC00024777-08                                 | SARS-CoV2 3CL Protease |     98.65     |
| 1376 |                                 NCGC00024976-06                                 | SARS-CoV2 3CL Protease |     98.71     |
| 1377 |                                 NCGC00384613-01                                 | SARS-CoV2 3CL Protease |     98.73     |
| 1378 |                         NCGC00378947-02&NCGC00378947-03                         | SARS-CoV2 3CL Protease |     98.76     |
| 1379 |                                 NCGC00384732-01                                 | SARS-CoV2 3CL Protease |     98.78     |
| 1380 |                                 NCGC00370976-03                                 | SARS-CoV2 3CL Protease |     98.78     |
| 1381 |                                 NCGC00378686-01                                 | SARS-CoV2 3CL Protease |     98.80     |
| 1382 |                                 NCGC00187598-03                                 | SARS-CoV2 3CL Protease |     98.94     |
| 1383 |                                 NCGC00379082-01                                 | SARS-CoV2 3CL Protease |     99.28     |
| 1384 |                                 NCGC00378944-02                                 | SARS-CoV2 3CL Protease |     99.40     |
| 1385 |                         NCGC00094937-04&NCGC00094937-05                         | SARS-CoV2 3CL Protease |     99.50     |
| 1386 |                                 NCGC00381453-01                                 | SARS-CoV2 3CL Protease |     99.76     |
| 1387 |                                 NCGC00180384-03                                 | SARS-CoV2 3CL Protease |     99.81     |
| 1388 |                                 NCGC00180707-03                                 | SARS-CoV2 3CL Protease |     99.98     |
| 1389 |                                 NCGC00378751-01                                 | SARS-CoV2 3CL Protease |     100.19    |
| 1390 |                                 NCGC00378666-01                                 | SARS-CoV2 3CL Protease |     100.43    |
| 1391 |                                 NCGC00180485-03                                 | SARS-CoV2 3CL Protease |     100.47    |
| 1392 |                                 NCGC00386420-01                                 | SARS-CoV2 3CL Protease |     100.63    |
| 1393 |                         NCGC00378990-02&NCGC00378990-05                         | SARS-CoV2 3CL Protease |     100.63    |
| 1394 |                                 NCGC00229510-02                                 | SARS-CoV2 3CL Protease |     100.74    |
| 1395 |                                 NCGC00384691-01                                 | SARS-CoV2 3CL Protease |     101.03    |
| 1396 |                                 NCGC00344182-03                                 | SARS-CoV2 3CL Protease |     101.16    |
| 1397 |                                 NCGC00169059-03                                 | SARS-CoV2 3CL Protease |     101.27    |
| 1398 |                                 NCGC00507865-01                                 | SARS-CoV2 3CL Protease |     101.33    |
| 1399 |                                 NCGC00347834-02                                 | SARS-CoV2 3CL Protease |     101.42    |
| 1400 |                                 NCGC00370913-02                                 | SARS-CoV2 3CL Protease |     101.43    |
| 1401 |                                 NCGC00385123-01                                 | SARS-CoV2 3CL Protease |     102.08    |
| 1402 |                         NCGC00346461-02&NCGC00386199-02                         | SARS-CoV2 3CL Protease |     102.14    |
| 1403 |                                 NCGC00162299-02                                 | SARS-CoV2 3CL Protease |     102.21    |
| 1404 |                                 NCGC00095128-04                                 | SARS-CoV2 3CL Protease |     102.22    |
| 1405 |                                 NCGC00179570-03                                 | SARS-CoV2 3CL Protease |     102.50    |
| 1406 |                                 NCGC00346947-02                                 | SARS-CoV2 3CL Protease |     102.58    |
| 1407 |                                 NCGC00372956-01                                 | SARS-CoV2 3CL Protease |     102.65    |
| 1408 |                                 NCGC00385448-01                                 | SARS-CoV2 3CL Protease |     102.68    |
| 1409 |                                 NCGC00380772-01                                 | SARS-CoV2 3CL Protease |     103.01    |
| 1410 |                                 NCGC00390589-01                                 | SARS-CoV2 3CL Protease |     103.05    |
| 1411 |         NCGC00094594-12&NCGC00094594-13&NCGC00094594-14&NCGC00094594-17         | SARS-CoV2 3CL Protease |     103.35    |
| 1412 |                         NCGC00378854-01&NCGC00378854-02                         | SARS-CoV2 3CL Protease |     103.68    |
| 1413 |                                 NCGC00178417-03                                 | SARS-CoV2 3CL Protease |     103.70    |
| 1414 |                                 NCGC00022003-06                                 | SARS-CoV2 3CL Protease |     103.71    |
| 1415 |                                 NCGC00249124-02                                 | SARS-CoV2 3CL Protease |     103.80    |
| 1416 |                                 NCGC00379083-01                                 | SARS-CoV2 3CL Protease |     104.01    |
| 1417 |                                 NCGC00386768-04                                 | SARS-CoV2 3CL Protease |     104.03    |
| 1418 |                                 NCGC00016522-10                                 | SARS-CoV2 3CL Protease |     104.05    |
| 1419 |                                 NCGC00380735-01                                 | SARS-CoV2 3CL Protease |     104.44    |
| 1420 |                         NCGC00183677-03&NCGC00183677-04                         | SARS-CoV2 3CL Protease |     104.46    |
| 1421 |                                 NCGC00505919-02                                 | SARS-CoV2 3CL Protease |     104.66    |
| 1422 |                                 NCGC00381378-01                                 | SARS-CoV2 3CL Protease |     104.68    |
| 1423 |                                 NCGC00379024-02                                 | SARS-CoV2 3CL Protease |     105.09    |
| 1424 |                                 NCGC00507881-01                                 | SARS-CoV2 3CL Protease |     105.21    |
| 1425 |                                 NCGC00247556-02                                 | SARS-CoV2 3CL Protease |     105.25    |
| 1426 |                                 NCGC00522030-01                                 | SARS-CoV2 3CL Protease |     105.44    |
| 1427 |                                 NCGC00380438-01                                 | SARS-CoV2 3CL Protease |     105.49    |
| 1428 |                                 NCGC00385706-01                                 | SARS-CoV2 3CL Protease |     105.61    |
| 1429 |                                 NCGC00521942-01                                 | SARS-CoV2 3CL Protease |     105.72    |
| 1430 |                                 NCGC00408835-01                                 | SARS-CoV2 3CL Protease |     105.78    |
| 1431 |                         NCGC00159506-05&NCGC00159506-06                         | SARS-CoV2 3CL Protease |     105.88    |
| 1432 |                                 NCGC00386111-01                                 | SARS-CoV2 3CL Protease |     106.01    |
| 1433 |                                 NCGC00183009-01                                 | SARS-CoV2 3CL Protease |     106.06    |
| 1434 |                                 NCGC00166079-02                                 | SARS-CoV2 3CL Protease |     106.11    |
| 1435 |                                 NCGC00319021-01                                 | SARS-CoV2 3CL Protease |     106.48    |
| 1436 |                                 NCGC00380957-01                                 | SARS-CoV2 3CL Protease |     106.56    |
| 1437 |                         NCGC00095055-08&NCGC00095055-12                         | SARS-CoV2 3CL Protease |     106.70    |
| 1438 |                 NCGC00022848-12&NCGC00022848-17&NCGC00022848-25                 | SARS-CoV2 3CL Protease |     106.89    |
| 1439 |                                 NCGC00025102-06                                 | SARS-CoV2 3CL Protease |     106.92    |
| 1440 |                                 NCGC00370693-02                                 | SARS-CoV2 3CL Protease |     107.04    |
| 1441 |                                 NCGC00385296-01                                 | SARS-CoV2 3CL Protease |     107.23    |
| 1442 |                                 NCGC00384575-01                                 | SARS-CoV2 3CL Protease |     107.23    |
| 1443 |                         NCGC00182851-02&NCGC00182851-05                         | SARS-CoV2 3CL Protease |     107.37    |
| 1444 |                                 NCGC00166115-02                                 | SARS-CoV2 3CL Protease |     107.50    |
| 1445 |                                 NCGC00169479-03                                 | SARS-CoV2 3CL Protease |     107.55    |
| 1446 |                                 NCGC00380315-02                                 | SARS-CoV2 3CL Protease |     107.55    |
| 1447 |                                 NCGC00180814-02                                 | SARS-CoV2 3CL Protease |     107.65    |
| 1448 |                                 NCGC00384786-01                                 | SARS-CoV2 3CL Protease |     107.90    |
| 1449 |                                 NCGC00384607-01                                 | SARS-CoV2 3CL Protease |     107.91    |
| 1450 |                         NCGC00484078-01&NCGC00484078-02                         | SARS-CoV2 3CL Protease |     108.07    |
| 1451 |                                 NCGC00371069-01                                 | SARS-CoV2 3CL Protease |     108.28    |
| 1452 |                                 NCGC00385754-01                                 | SARS-CoV2 3CL Protease |     108.31    |
| 1453 |                                 NCGC00381336-01                                 | SARS-CoV2 3CL Protease |     108.33    |
| 1454 |                                 NCGC00017223-05                                 | SARS-CoV2 3CL Protease |     108.48    |
| 1455 |                         NCGC00180796-02&NCGC00180796-04                         | SARS-CoV2 3CL Protease |     108.50    |
| 1456 |                         NCGC00346540-02&NCGC00346540-03                         | SARS-CoV2 3CL Protease |     108.51    |
| 1457 |                                 NCGC00093741-03                                 | SARS-CoV2 3CL Protease |     108.52    |
| 1458 |                                 NCGC00371100-01                                 | SARS-CoV2 3CL Protease |     108.75    |
| 1459 |                         NCGC00387725-02&NCGC00387725-05                         | SARS-CoV2 3CL Protease |     108.77    |
| 1460 |                                 NCGC00371096-01                                 | SARS-CoV2 3CL Protease |     108.77    |
| 1461 |                                 NCGC00347709-02                                 | SARS-CoV2 3CL Protease |     108.78    |
| 1462 |                                 NCGC00386020-01                                 | SARS-CoV2 3CL Protease |     109.02    |
| 1463 |                         NCGC00167578-04&NCGC00167578-07                         | SARS-CoV2 3CL Protease |     109.06    |
| 1464 |                                 NCGC00380889-01                                 | SARS-CoV2 3CL Protease |     109.14    |
| 1465 |                                 NCGC00178501-04                                 | SARS-CoV2 3CL Protease |     109.26    |
| 1466 |                                 NCGC00390577-02                                 | SARS-CoV2 3CL Protease |     109.44    |
| 1467 |                                 NCGC00167469-02                                 | SARS-CoV2 3CL Protease |     109.57    |
| 1468 |                         NCGC00346537-04&NCGC00346537-05                         | SARS-CoV2 3CL Protease |     109.72    |
| 1469 |                                 NCGC00025064-04                                 | SARS-CoV2 3CL Protease |     109.76    |
| 1470 |                                 NCGC00380725-01                                 | SARS-CoV2 3CL Protease |     109.78    |
| 1471 |                                 NCGC00247988-03                                 | SARS-CoV2 3CL Protease |     110.01    |
| 1472 |                                 NCGC00181290-01                                 | SARS-CoV2 3CL Protease |     110.08    |
| 1473 |                                 NCGC00386165-01                                 | SARS-CoV2 3CL Protease |     110.26    |
| 1474 |                                 NCGC00387783-01                                 | SARS-CoV2 3CL Protease |     110.67    |
| 1475 |                                 NCGC00380894-01                                 | SARS-CoV2 3CL Protease |     110.69    |
| 1476 |                                 NCGC00384522-02                                 | SARS-CoV2 3CL Protease |     110.80    |
| 1477 |                         NCGC00262929-01&NCGC00262929-03                         | SARS-CoV2 3CL Protease |     110.91    |
| 1478 |                                 NCGC00385362-01                                 | SARS-CoV2 3CL Protease |     111.04    |
| 1479 |                                 NCGC00380984-01                                 | SARS-CoV2 3CL Protease |     111.26    |
| 1480 |                                 NCGC00384630-01                                 | SARS-CoV2 3CL Protease |     111.37    |
| 1481 |                                 NCGC00381057-01                                 | SARS-CoV2 3CL Protease |     111.59    |
| 1482 |                                 NCGC00380693-01                                 | SARS-CoV2 3CL Protease |     111.69    |
| 1483 |                                 NCGC00384848-01                                 | SARS-CoV2 3CL Protease |     111.71    |
| 1484 |                                 NCGC00162233-02                                 | SARS-CoV2 3CL Protease |     111.82    |
| 1485 |                                 NCGC00390594-01                                 | SARS-CoV2 3CL Protease |     112.07    |
| 1486 |                                 NCGC00384978-01                                 | SARS-CoV2 3CL Protease |     112.11    |
| 1487 |                                 NCGC00485838-01                                 | SARS-CoV2 3CL Protease |     112.17    |
| 1488 |                                 NCGC00371139-12                                 | SARS-CoV2 3CL Protease |     112.20    |
| 1489 |                                 NCGC00181159-03                                 | SARS-CoV2 3CL Protease |     112.33    |
| 1490 |                         NCGC00094082-04&NCGC00094082-08                         | SARS-CoV2 3CL Protease |     112.44    |
| 1491 |                                 NCGC00262960-01                                 | SARS-CoV2 3CL Protease |     112.50    |
| 1492 |                                 NCGC00387213-01                                 | SARS-CoV2 3CL Protease |     112.60    |
| 1493 |                                 NCGC00380554-01                                 | SARS-CoV2 3CL Protease |     112.60    |
| 1494 |                                 NCGC00347410-03                                 | SARS-CoV2 3CL Protease |     112.83    |
| 1495 |                         NCGC00274061-01&NCGC00274061-07                         | SARS-CoV2 3CL Protease |     113.24    |
| 1496 |                                 NCGC00378809-01                                 | SARS-CoV2 3CL Protease |     113.29    |
| 1497 |                                 NCGC00386129-03                                 | SARS-CoV2 3CL Protease |     113.41    |
| 1498 |                                 NCGC00380527-01                                 | SARS-CoV2 3CL Protease |     113.50    |
| 1499 |                                 NCGC00381207-01                                 | SARS-CoV2 3CL Protease |     113.54    |
| 1500 |                                 NCGC00481568-01                                 | SARS-CoV2 3CL Protease |     113.70    |
| 1501 |                                 NCGC00510909-01                                 | SARS-CoV2 3CL Protease |     113.76    |
| 1502 |                                 NCGC00179536-02                                 | SARS-CoV2 3CL Protease |     113.77    |
| 1503 |                                 NCGC00169858-03                                 | SARS-CoV2 3CL Protease |     113.78    |
| 1504 |                                 NCGC00390286-01                                 | SARS-CoV2 3CL Protease |     113.98    |
| 1505 |                                 NCGC00179938-02                                 | SARS-CoV2 3CL Protease |     114.13    |
| 1506 |                                 NCGC00169714-02                                 | SARS-CoV2 3CL Protease |     114.53    |
| 1507 |                                 NCGC00386241-01                                 | SARS-CoV2 3CL Protease |     114.80    |
| 1508 |                 NCGC00015252-09&NCGC00015252-12&NCGC00015252-17                 | SARS-CoV2 3CL Protease |     114.87    |
| 1509 |                                 NCGC00380573-01                                 | SARS-CoV2 3CL Protease |     115.00    |
| 1510 |                                 NCGC00018284-06                                 | SARS-CoV2 3CL Protease |     115.18    |
| 1511 |                                 NCGC00385653-01                                 | SARS-CoV2 3CL Protease |     115.43    |
| 1512 |                                 NCGC00183434-06                                 | SARS-CoV2 3CL Protease |     115.47    |
| 1513 |                                 NCGC00018166-02                                 | SARS-CoV2 3CL Protease |     115.50    |
| 1514 |                                 NCGC00167464-02                                 | SARS-CoV2 3CL Protease |     115.54    |
| 1515 |                                 NCGC00386733-02                                 | SARS-CoV2 3CL Protease |     115.60    |
| 1516 |                         NCGC00345812-02&NCGC00345812-03                         | SARS-CoV2 3CL Protease |     115.72    |
| 1517 |                                 NCGC00384933-01                                 | SARS-CoV2 3CL Protease |     115.84    |
| 1518 |                                 NCGC00180267-02                                 | SARS-CoV2 3CL Protease |     115.99    |
| 1519 |                                 NCGC00387818-01                                 | SARS-CoV2 3CL Protease |     116.25    |
| 1520 |                                 NCGC00169678-02                                 | SARS-CoV2 3CL Protease |     116.36    |
| 1521 |                                 NCGC00387034-01                                 | SARS-CoV2 3CL Protease |     116.47    |
| 1522 |                                 NCGC00385812-01                                 | SARS-CoV2 3CL Protease |     116.48    |
| 1523 |                                 NCGC00385076-01                                 | SARS-CoV2 3CL Protease |     116.55    |
| 1524 |                                 NCGC00385572-01                                 | SARS-CoV2 3CL Protease |     116.55    |
| 1525 |                                 NCGC00381166-01                                 | SARS-CoV2 3CL Protease |     116.57    |
| 1526 |                                 NCGC00385030-01                                 | SARS-CoV2 3CL Protease |     116.73    |
| 1527 |                                 NCGC00387103-01                                 | SARS-CoV2 3CL Protease |     116.75    |
| 1528 |                                 NCGC00021666-04                                 | SARS-CoV2 3CL Protease |     116.92    |
| 1529 |                                 NCGC00386479-01                                 | SARS-CoV2 3CL Protease |     117.02    |
| 1530 |                                 NCGC00492474-01                                 | SARS-CoV2 3CL Protease |     117.06    |
| 1531 |                                 NCGC00182991-01                                 | SARS-CoV2 3CL Protease |     117.17    |
| 1532 |                                 NCGC00522306-02                                 | SARS-CoV2 3CL Protease |     117.21    |
| 1533 |                                 NCGC00378669-02                                 | SARS-CoV2 3CL Protease |     117.38    |
| 1534 |                                 NCGC00016283-04                                 | SARS-CoV2 3CL Protease |     117.69    |
| 1535 |                                 NCGC00499786-01                                 | SARS-CoV2 3CL Protease |     118.04    |
| 1536 |                                 NCGC00249925-01                                 | SARS-CoV2 3CL Protease |     118.08    |
| 1537 |                                 NCGC00485218-01                                 | SARS-CoV2 3CL Protease |     118.10    |
| 1538 |                                 NCGC00385206-01                                 | SARS-CoV2 3CL Protease |     118.30    |
| 1539 |                                 NCGC00378849-03                                 | SARS-CoV2 3CL Protease |     118.61    |
| 1540 |                                 NCGC00484061-01                                 | SARS-CoV2 3CL Protease |     118.63    |
| 1541 |                                 NCGC00408807-01                                 | SARS-CoV2 3CL Protease |     118.64    |
| 1542 |                                 NCGC00387247-04                                 | SARS-CoV2 3CL Protease |     118.81    |
| 1543 |                                 NCGC00390581-01                                 | SARS-CoV2 3CL Protease |     118.82    |
| 1544 |                                 NCGC00180686-03                                 | SARS-CoV2 3CL Protease |     118.86    |
| 1545 |                                 NCGC00025262-02                                 | SARS-CoV2 3CL Protease |     118.89    |
| 1546 |                                 NCGC00169132-02                                 | SARS-CoV2 3CL Protease |     118.99    |
| 1547 |                                 NCGC00371124-02                                 | SARS-CoV2 3CL Protease |     119.20    |
| 1548 |                                 NCGC00379075-01                                 | SARS-CoV2 3CL Protease |     119.48    |
| 1549 |                                 NCGC00180312-03                                 | SARS-CoV2 3CL Protease |     119.48    |
| 1550 |                                 NCGC00386019-01                                 | SARS-CoV2 3CL Protease |     119.51    |
| 1551 |                                 NCGC00016645-03                                 | SARS-CoV2 3CL Protease |     119.52    |
| 1552 |                                 NCGC00159497-02                                 | SARS-CoV2 3CL Protease |     119.58    |
| 1553 |                                 NCGC00386665-06                                 | SARS-CoV2 3CL Protease |     119.65    |
| 1554 |                 NCGC00015802-15&NCGC00015802-18&NCGC00015802-26                 | SARS-CoV2 3CL Protease |     119.65    |
| 1555 |                                 NCGC00094298-04                                 | SARS-CoV2 3CL Protease |     119.73    |
| 1556 |                                 NCGC00509995-02                                 | SARS-CoV2 3CL Protease |     119.89    |
| 1557 |                                 NCGC00380739-01                                 | SARS-CoV2 3CL Protease |     120.04    |
| 1558 |                                 NCGC00091666-04                                 | SARS-CoV2 3CL Protease |     120.45    |
| 1559 |                                 NCGC00261094-01                                 | SARS-CoV2 3CL Protease |     120.76    |
| 1560 |                                 NCGC00485262-01                                 | SARS-CoV2 3CL Protease |     120.78    |
| 1561 |                                 NCGC00408812-01                                 | SARS-CoV2 3CL Protease |     120.86    |
| 1562 |                         NCGC00024196-05&NCGC00024196-12                         | SARS-CoV2 3CL Protease |     121.09    |
| 1563 |                         NCGC00485481-01&NCGC00485481-02                         | SARS-CoV2 3CL Protease |     121.12    |
| 1564 |                                 NCGC00385010-01                                 | SARS-CoV2 3CL Protease |     121.13    |
| 1565 |                                 NCGC00385764-01                                 | SARS-CoV2 3CL Protease |     121.26    |
| 1566 |                         NCGC00381562-02&NCGC00381562-10                         | SARS-CoV2 3CL Protease |     121.37    |
| 1567 |                                 NCGC00483046-01                                 | SARS-CoV2 3CL Protease |     121.96    |
| 1568 |                                 NCGC00389240-01                                 | SARS-CoV2 3CL Protease |     122.14    |
| 1569 |                 NCGC00263087-03&NCGC00263087-10&NCGC00485964-01                 | SARS-CoV2 3CL Protease |     122.14    |
| 1570 |                                 NCGC00183831-01                                 | SARS-CoV2 3CL Protease |     122.15    |
| 1571 |                                 NCGC00385237-01                                 | SARS-CoV2 3CL Protease |     122.23    |
| 1572 |                                 NCGC00378675-01                                 | SARS-CoV2 3CL Protease |     122.25    |
| 1573 |                                 NCGC00169491-03                                 | SARS-CoV2 3CL Protease |     122.25    |
